19:26:12 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/1/dim0, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
19:26:23 [ultranest] [DEBUG] iteration=223, ncalls=1444, regioncalls=9760, ndraw=40, logz=-125.85, remainder_fraction=100.0000%, Lmin=-120.23, Lmax=-29.82
19:26:23 [ultranest] [DEBUG] iteration=230, ncalls=1452, regioncalls=10080, ndraw=40, logz=-124.88, remainder_fraction=100.0000%, Lmin=-119.61, Lmax=-29.82
19:26:23 [ultranest] [DEBUG] iteration=240, ncalls=1463, regioncalls=10520, ndraw=40, logz=-123.88, remainder_fraction=100.0000%, Lmin=-119.12, Lmax=-29.82
19:26:23 [ultranest] [DEBUG] iteration=254, ncalls=1485, regioncalls=11400, ndraw=40, logz=-123.02, remainder_fraction=100.0000%, Lmin=-118.72, Lmax=-29.82
19:26:23 [ultranest] [DEBUG] iteration=268, ncalls=1503, regioncalls=12120, ndraw=40, logz=-122.46, remainder_fraction=100.0000%, Lmin=-118.58, Lmax=-29.82
19:26:23 [ultranest] [DEBUG] iteration=283, ncalls=1522, regioncalls=12880, ndraw=40, logz=-122.06, remainder_fraction=100.0000%, Lmin=-118.52, Lmax=-29.82
19:26:23 [ultranest] [DEBUG] Plateau detected at L=-1.185093e+02, not replacing live point.
19:26:24 [ultranest] [DEBUG] iteration=294, ncalls=1534, regioncalls=13360, ndraw=40, logz=-121.84, remainder_fraction=100.0000%, Lmin=-118.51, Lmax=-29.82
19:26:24 [ultranest] [DEBUG] iteration=308, ncalls=1553, regioncalls=14120, ndraw=40, logz=-121.61, remainder_fraction=100.0000%, Lmin=-118.49, Lmax=-29.82
19:26:24 [ultranest] [DEBUG] Plateau detected at L=-1.184921e+02, not replacing live point.
19:26:24 [ultranest] [DEBUG] iteration=313, ncalls=1557, regioncalls=14280, ndraw=40, logz=-121.54, remainder_fraction=100.0000%, Lmin=-118.49, Lmax=-29.82
19:26:24 [ultranest] [DEBUG] Plateau detected at L=-1.184909e+02, not replacing live point.
19:26:24 [ultranest] [DEBUG] Plateau detected at L=-1.184909e+02, not replacing live point.
19:26:25 [ultranest] [DEBUG] iteration=321, ncalls=1568, regioncalls=14720, ndraw=40, logz=-121.44, remainder_fraction=100.0000%, Lmin=-118.49, Lmax=-29.82
19:26:25 [ultranest] [DEBUG] Plateau detected at L=-1.184903e+02, not replacing live point.
19:26:25 [ultranest] [DEBUG] Plateau detected at L=-1.184903e+02, not replacing live point.
19:26:25 [ultranest] [DEBUG] Plateau detected at L=-1.184903e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] iteration=328, ncalls=1574, regioncalls=14960, ndraw=40, logz=-121.35, remainder_fraction=100.0000%, Lmin=-118.49, Lmax=-29.82
19:26:26 [ultranest] [DEBUG] iteration=336, ncalls=1584, regioncalls=15360, ndraw=40, logz=-121.27, remainder_fraction=100.0000%, Lmin=-118.49, Lmax=-29.82
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184892e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] iteration=341, ncalls=1591, regioncalls=15640, ndraw=40, logz=-121.22, remainder_fraction=100.0000%, Lmin=-118.49, Lmax=-29.82
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:26 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
19:26:27 [ultranest] [DEBUG] Plateau detected at L=-1.184890e+02, not replacing live point.
