21:13:07 [ultranest] [DEBUG] ReactiveNestedSampler: dims=8+0, resume=True, log_dir=/home/ljy/BettiCurveCosmo/Emulator/model-fof-rsdz/mcmc_result/2/dim0, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
21:13:11 [ultranest] [DEBUG] Plateau detected at L=-3.004866e+00, not replacing live point.
